Id,EssaySet,Score1,Score2,EssayText,Arabic Translation
269,1,0,0,"I guess follow the steps to make the experiment is risht, like allow to Dry in 30 min. 2 let it be separate with the vinegar the little containers. 3 Go over to make sure nothing goes wrong.",أعتقد أن اتبع الخطوات لجعل التجربة هي ، مثل السماح لتجف في 30 دقيقة. 2 دعه يفصل مع الخل الحاويات الصغيرة. 3 راجع للتأكد من عدم حدوث أي خطأ.
270,1,3,3,"The students need to include what the samples were. You can't do an experiment if you don't know what you're testing on. The students should also include the temp. that the containers were stored at for 24 hours. Lastly, they should include how much vinegar was poured into each container. They could've put the same amount or different amount. They could've put little or a lot.",يحتاج الطلاب إلى تضمين ما كانت العينات. لا يمكنك إجراء تجربة إذا كنت لا تعرف ما الذي تختبره. يجب على الطلاب أيضًا تضمين درجة الحرارة. أنه تم تخزين الحاويات لمدة 24 ساعة. وأخيرًا ، يجب أن يشتملوا على كمية الخل التي تم سكبها في كل حاوية. كان بإمكانهم وضع نفس المبلغ أو مبلغ مختلف. كان بإمكانهم وضع القليل أو الكثير.
271,1,2,0,The addition information that I would need is how many steps we will need to do to get data. What is the best container to put the sample in and does it have  to be the sume kind of container. I would also need how much many times you need to rinse the sample.,معلومات الإضافة التي سأحتاج إليها هي عدد الخطوات التي سنحتاج إلى القيام بها للحصول على البيانات. ما هي أفضل حاوية لوضع العينة وهل يجب أن تكون نوع الحاوية. سأحتاج أيضًا إلى عدد المرات التي تحتاج فيها لشطف العينة.
272,1,1,3,"In order to replicate this groups experiment we would need to know the pH of the vinegar, how much vinegar was used for each samples and specifics such as the type of material used, ie. balsa wood compared with pine or type 2 or type 3 of plastic.",من أجل تكرار تجربة هذه المجموعات ، نحتاج إلى معرفة الرقم الهيدروجيني للخل ، ومقدار الخل المستخدم لكل عينة وتفاصيل مثل نوع المادة المستخدمة ، أي. خشب البلسا مقارنة بالصنوبر أو النوع 2 أو النوع 3 من البلاستيك.
273,1,1,2,"To replicate this experiment you would need to have a list of materials so you would know which samples to use, you need to know how large the samples are, and you need to know why you are doing the experiment.",لتكرار هذه التجربة ، ستحتاج إلى قائمة من المواد حتى تعرف العينات التي يجب استخدامها ، وتحتاج إلى معرفة حجم العينات ، وتحتاج إلى معرفة سبب قيامك بالتجربة.
274,1,1,1,"If trying to replicate this experiment, you would need more information. You need to know how much vinegar to poor into the containers. You will also need to know what to label your container. How do you determine the mass of the samples when trying an experiment, you need  to make sure that you have all of the correct  information before starting your project.",إذا كنت تحاول تكرار هذه التجربة ، فستحتاج إلى مزيد من المعلومات. تحتاج إلى معرفة مقدار الخل للفقراء في الحاويات. ستحتاج أيضًا إلى معرفة ما يمكن تسميته بالحاوية. كيف تحدد كتلة العينات عند تجربة التجربة ، فأنت بحاجة إلى التأكد من أن لديك كل المعلومات الصحيحة قبل بدء مشروعك.
275,1,1,1,"In order to replicate this experiment, you would need to know the materials your using. This procedure does not state the materials needed so you have no idea what to put in the containers full of vinegar.",لتكرار هذه التجربة ، ستحتاج إلى معرفة المواد التي تستخدمها. هذا الإجراء لا يذكر المواد اللازمة لذلك ليس لديك أي فكرة عما يجب أن تضعه في حاويات مليئة بالخل.
276,1,1,1,The students did not make it clear as to what materials they used as samples. They also didn't specify how much of each sample. They also did not indicate why the mass was lost or where it went.,لم يوضح الطلاب المواد التي استخدموها كعينات. كما أنهم لم يحددوا مقدار كل عينة. كما أنهم لم يوضحوا سبب فقدان الكتلة أو أين ذهبت.
277,1,2,2,"Some additional information that's needed in order to replicate this experiment are the names (kinds) of each sample, the measurements of each sample poured into the containers, and the amount of vinegar poured into each container as well.",بعض المعلومات الإضافية اللازمة لتكرار هذه التجربة هي أسماء (أنواع) كل عينة ، وقياسات كل عينة يتم سكبها في الحاويات ، وكمية الخل المصبوبة في كل حاوية أيضًا.
278,1,1,1,"Some information that is missing that they don't say what size of containers, and they don't say what to do with data.",بعض المعلومات المفقودة التي لا توضح حجم الحاويات ، ولا تذكر ماذا تفعل بالبيانات.
279,1,1,1,"In order to replicate the procedure of the experiment you would also need to know how much vinegar they used, and if it is the same for all of them. You would also need to do another trial, as the extra information would validate the experiment more.",من أجل تكرار إجراء التجربة ، ستحتاج أيضًا إلى معرفة مقدار الخل الذي يستخدمونه ، وما إذا كان هو نفسه لجميعهم. ستحتاج أيضًا إلى إجراء تجربة أخرى ، حيث إن المعلومات الإضافية ستثبت التجربة أكثر.
280,1,1,1,"To replicate the experiment I would need to know how much vineger is being poured in. I would also need to know if the mass should be the same for all student samples. Lastly how much of the sample should be getting added to the container, weather or not all of it or half of it should be added.",لتكرار التجربة ، أحتاج إلى معرفة كمية الخل التي يتم سكبها. وسأحتاج أيضًا إلى معرفة ما إذا كانت الكتلة يجب أن تكون هي نفسها لجميع عينات الطلاب. وأخيرًا ، ما هو مقدار العينة التي يجب إضافتها إلى الحاوية ، أو الطقس أو لا يجب إضافتها كلها أو نصفها.
281,1,3,3,"To tell the amount vinger you pour into the container, the size of the container, Ho long you rinse the sample off with distilled water. How many times you repeat each sample to get down to a writer mass.",لإخبار كمية الزنجبيل التي تصب في الحاوية ، حجم الحاوية ، ما دمت تشطف العينة بالماء المقطر. عدد المرات التي تكرر فيها كل عينة للوصول إلى كتلة الكاتب.
282,1,1,1,"This procedure should state the materials that they are using to gather the materials. First it has to say to put on their eye protection. It also needs to state how one would go about determining the mass of the four samples. Lastly, there needs to be a step on how to find the difference in the masses and to remind the reader to record their results.",يجب أن يوضح هذا الإجراء المواد التي يستخدمونها لجمع المواد. أولاً يجب أن يقولوا لوضع حماية العين. كما يحتاج أيضًا إلى توضيح كيف يمكن للمرء تحديد كتلة العينات الأربع. وأخيرًا ، يجب أن تكون هناك خطوة حول كيفية إيجاد الفرق في الجماهير وتذكير القارئ بتسجيل نتائجهم.
283,1,0,0,1)Say what you are trying figure out in the first place. ^p 2)It's not enough into figure out what is going on. ^p 3)We need to know more clearly how to do each step.,1) قل ما تحاول معرفته في المقام الأول. ^ ص 2) لا يكفي معرفة ما يجري. ^ ص 3) نحتاج إلى معرفة كيفية القيام بكل خطوة بشكل أوضح.
284,1,1,0,First I would add that the students might want to add a list of materials that they need. A hypothesis and write a question to what there trying to figure out.,أود أولاً أن أضيف أن الطلاب قد يرغبون في إضافة قائمة بالمواد التي يحتاجونها. فرضية وكتابة سؤال عما تحاول معرفة.
285,1,1,1,In order to repeat the students procedure they need to tell how much of each sample is to be placed into each cup. They also should state how long the samples are to be rinsed. If there are different amounts in each cup the experiment will not be valid.,من أجل تكرار إجراء الطلاب ، يحتاجون إلى معرفة مقدار كل عينة يتم وضعها في كل كوب. كما يجب أن يذكروا مدة شطف العينات. إذا كانت هناك كميات مختلفة في كل كوب ، فلن تكون التجربة صالحة.
286,1,2,2,"They did not tell us what to measure with, they also did not tell us how much vinegar to put in or how big of containers.",لم يخبرونا ما الذي يجب قياسه ، كما أنهم لم يخبرونا بمقدار الخل الذي نضعه أو حجم الحاويات.
287,1,2,1,"In order to replicate this experiment I would also need materials I would use. I would need the amount of vinegar in the container, and I would also need time limit to do the test.",من أجل تكرار هذه التجربة ، سأحتاج أيضًا إلى مواد سأستخدمها. سأحتاج إلى كمية الخل في الحاوية ، وسأحتاج أيضًا إلى مهلة زمنية لإجراء الاختبار.
288,1,0,0,Some information I would need to know is how would the water be if,بعض المعلومات التي أود أن أعرفها هي كيف ستكون المياه
289,1,2,2,"To replicate this experiment, I would need to know more information. I would need to know the hypothesis on what is going to happen. Also, I don't know how much vinegar to pore in each cup. This procedure also should specify what materials to use, line what brand of cups or size.",لتكرار هذه التجربة ، أحتاج إلى معرفة المزيد من المعلومات. أود أن أعرف الفرضية حول ما سيحدث. أيضا ، لا أعرف مقدار الخل المسام في كل كوب. يجب أن يحدد هذا الإجراء أيضًا المواد التي يجب استخدامها ، وتحديد العلامة التجارية للأكواب أو الحجم.
290,1,1,1,The additional information you would need in order to replicate the experiment is the amount of vinegar they pour into the four seperate containers. They also forgot to say the amount of water they needed to rinse each sample.,المعلومات الإضافية التي قد تحتاجها لتكرار التجربة هي كمية الخل التي تصبها في الحاويات الأربعة المستقلة. كما نسوا قول كمية المياه التي يحتاجونها لشطف كل عينة.
291,1,3,3,"First they should list the samples they used. Marble, limestone, wood and plastic in their procedure. They should also mention how much vinegar to pour on each sample to have the same effect. They should have also said to put their containers in same sort of cabinet, as a refrigerator, or somthing. Not just leaving it out of their processes.",أولاً يجب أن يسردوا العينات التي استخدموها. الرخام والحجر الجيري والخشب والبلاستيك في إجراءاتها. يجب أن يذكروا أيضًا كمية الخل التي يجب صبها على كل عينة للحصول على نفس التأثير. كان عليهم أيضًا أن يقالوا أن يضعوا حاوياتهم في نفس نوع الخزانة ، مثل الثلاجة ، أو شيء ما. ليس فقط تركها خارج عملياتها.
292,1,0,0,in order to complete the experiment you would need to know each temp. by hour bic it's recorded after a 24 har period. You would also need to know the mass before it was left to ary for 30 mins.,من أجل إكمال التجربة ، ستحتاج إلى معرفة كل درجة حرارة. بواسطة ساعة bic يتم تسجيله بعد فترة 24 har. ستحتاج أيضًا إلى معرفة الكتلة قبل تركها لمدة 30 دقيقة.
293,1,1,1,"To add to the experiment design, the group should keep the amount of vinegar and containers as controlled variables. Following this, you will",للإضافة إلى تصميم التجربة ، يجب أن تحتفظ المجموعة بكمية الخل والحاويات كمتغيرات يتم التحكم فيها. بعد هذا ، سوف تفعل ذلك
294,1,1,1,"Additials information that would be good to now is, why are the students performing this xpirement? Why arent there cups a for measures for distiled water amounts, or vinegar amounts? You should also know why the starting mass for the materials all arent the same.",معلومات الإضافات التي يمكن أن تكون جيدة حتى الآن ، لماذا يقوم الطلاب بهذا انتهاء الصلاحية؟ لماذا لا توجد أكواب لقياس كميات الماء المقطر أو كميات الخل؟ يجب أن تعرف أيضًا لماذا لا تكون كتلة البداية للمواد متشابهة.
295,1,1,1,"To replicate this experiment, I would need to know how much vinegar the group poured in each container without knowing the amount of vinegar I would get different results.",لتكرار هذه التجربة ، أحتاج إلى معرفة مقدار الخل الذي سكبته المجموعة في كل حاوية دون معرفة كمية الخل التي سأحصل عليها نتائج مختلفة.
296,1,0,0,"You will need more mass and you have to dry it for 30 minutes. After 24 hours, remove the samples from the containers and note each sample with distilled water. You will probably need more of a little bit of everything.",ستحتاج إلى كتلة أكبر ويجب تجفيفها لمدة 30 دقيقة. بعد 24 ساعة ، أخرج العينات من الحاويات ولاحظ كل عينة بالماء المقطر. ربما ستحتاج إلى المزيد من القليل من كل شيء.
297,1,1,1,"The additional information you would need in order to replicate the experiment are what to use to determine the mass, which would be a triple beam balance. You would also need to know the amount of the sample that would be needed to more in step 3. You would also need to know what the 4 samples you are testing are. Those samples would be marble, limestone, wood and plastic.",المعلومات الإضافية التي قد تحتاجها لتكرار التجربة هي ما ستستخدمه لتحديد الكتلة ، والتي ستكون عبارة عن توازن شعاع ثلاثي. ستحتاج أيضًا إلى معرفة كمية العينة التي ستحتاج إليها في الخطوة 3. ستحتاج أيضًا إلى معرفة ما هي العينات الأربعة التي تختبرها. وستكون هذه العينات من الرخام والحجر الجيري والخشب والبلاستيك.
298,1,2,2,"In order to replicate the group's experement, I would need the following information,  what  the 4 samples  are, how much vinegar to put into each containers and how much of each sample.",من أجل تكرار تجربة المجموعة ، سأحتاج إلى المعلومات التالية ، ما هي العينات الأربعة ، وكم الخل الذي يجب وضعه في كل حاوية وكم من كل عينة.
299,1,1,1,"The information that is needed to replicate this experiment would be that firstly they need a hypothesis. Secondly, they need to list all objects they used, lastly they need to state weather their hypothesis was/wasn't correct.",المعلومات المطلوبة لتكرار هذه التجربة هي أنهم يحتاجون أولاً إلى فرضية. ثانيًا ، يحتاجون إلى سرد جميع الأشياء التي استخدموها ، وأخيرًا يحتاجون إلى تحديد طقس فرضيتهم / لم تكن صحيحة.
300,1,1,1,"The group of students should add a control to see the different between the samples and the control. In the experiment procedure also doesn't put the different samples of four like (marble, limestone, wood, plastic) The purpose of this experiment should be a group of student what is the different samples of the mass of flour after let them dry for a certain time.",يجب على مجموعة الطلاب إضافة عنصر تحكم لمعرفة الفرق بين العينات والتحكم. في إجراء التجربة أيضا لا تضع العينات المختلفة لأربع عينات (الرخام والحجر الجيري والخشب والبلاستيك) الغرض من هذه التجربة يجب أن يكون مجموعة من الطلاب ما هي العينات المختلفة لكتلة الدقيق بعد تركها تجف وقت معين.
301,1,2,2,"To replicate the experiment , you would need to know the size of the containers, the amount of each material to start with, and the amount of vinegar used.",لتكرار التجربة ، ستحتاج إلى معرفة حجم الحاويات ، وكمية كل مادة لتبدأ بها ، وكمية الخل المستخدمة.
302,1,3,3,I would need the amount of vinegar to put in each container. How long to rinse it in water (materials). And what kind of container casinial use.,أحتاج إلى كمية الخل لوضعها في كل حاوية. مدة شطفه في الماء (المواد). وأي نوع من الحاوية استخدام الحاوية.
303,1,3,2,"In order to replicate this experiment,you must also know how much vinegar goes in each container, how the mass is being determined and where the containers should be put for the 24 hours( what type of climate).",من أجل تكرار هذه التجربة ، يجب أن تعرف أيضًا مقدار الخل الذي يذهب في كل حاوية ، وكيف يتم تحديد الكتلة وأين يجب وضع الحاويات لمدة 24 ساعة (أي نوع من المناخ).
304,1,1,1,"To duplicate this experiment you would also need to know the brands of all the products on its accurate, the environment the experiment was in and what kind of scale was used so that the replicate experiment is  identical making it move accurate.",لتكرار هذه التجربة ، ستحتاج أيضًا إلى معرفة العلامات التجارية لجميع المنتجات بدقة ، والبيئة التي كانت التجربة فيها ونوع المقياس الذي تم استخدامه بحيث تكون تجربة النسخ المتماثل متطابقة مما يجعلها تتحرك بدقة.
305,1,2,2,"The additional information that I need in order to replicate the experiment is the names of the specific 4 different samples. I also need to know how much vinegar is needed. Furthermore, I need to know the amount of each sample needed. Finally, this procedure does not explain how to determine the mass of each sample.",المعلومات الإضافية التي أحتاجها لتكرار التجربة هي أسماء 4 عينات مختلفة محددة. أحتاج أيضًا إلى معرفة مقدار الخل المطلوب. علاوة على ذلك ، أحتاج إلى معرفة كمية كل عينة مطلوبة. وأخيرًا ، لا يشرح هذا الإجراء كيفية تحديد كتلة كل عينة.
306,1,0,0,To replicate this experiment additional information you would need is a time chart to keep track of time.,لتكرار هذه التجربة معلومات إضافية قد تحتاجها هو مخطط زمني لتتبع الوقت.
307,1,2,2,"Their are three things wrong with this procedure. One is, they did not table the four identical containers, the second is, they need to tell how much vinegar is needed. The third mistake is how long do we rinse with distilled water.",هناك ثلاثة أشياء خاطئة في هذا الإجراء. الأول ، أنهم لم يقوموا بجدول الحاويات الأربعة المتطابقة ، والثاني هو أنهم بحاجة إلى معرفة مقدار الخل المطلوب. الخطأ الثالث هو إلى متى نشطف بالماء المقطر.
308,1,1,1,To replicate the experiment i would need to know what to do to the control. Also i would need to know how much vinegar needed to give into each separate containers. Lastly i would have mll of the samples be the same weight because their experiment does not have and of those listed.,لتكرار التجربة ، أحتاج إلى معرفة ما يجب فعله للتحكم. أحتاج أيضًا إلى معرفة مقدار الخل المطلوب لإعطاء كل حاوية منفصلة. وأخيرًا ، سيكون لدي جميع العينات بنفس الوزن لأن تجربتها لا تحتوي على تلك المذكورة.
309,1,2,3,One piece of information that would be helpful to know is how much vinegar do we put in the container. Another piece of info is at what temperature do we let it sit. And lastly it would be useful to know whether it should be in the light or the dark.,من المعلومات التي قد تكون مفيدة في معرفة مقدار الخل الذي نضعه في الحاوية. معلومة أخرى هي في أي درجة حرارة نتركها. وأخيرًا ، سيكون من المفيد معرفة ما إذا كان يجب أن يكون في النور أو في الظلام.
310,1,0,0,You will need to place the sample in one container and repeat with the remaining samples in a single container. After the 24 hours is over remove samples and rinse. Have the samples sit and dry for 30 min.,ستحتاج إلى وضع العينة في حاوية واحدة وتكرارها مع العينات المتبقية في حاوية واحدة. بعد انتهاء 24 ساعة ، قم بإزالة العينات وشطفها. اجلس العينات وجففها لمدة 30 دقيقة.
311,1,2,2,Additional information you would need in order to replicate this experiment is tell us the four different samples how much vinegar is needed to be poured into the for different containers and what should they be labeled.,المعلومات الإضافية التي قد تحتاجها لتكرار هذه التجربة هي إخبارنا بالعينات الأربعة المختلفة عن كمية الخل اللازمة لصبها في الحاويات المختلفة وماذا يجب أن يتم تسميتها.
312,1,1,2,"You would need the information to know how much vinegar to pour into the container, the information to know which sample had the greatest difference in mass, and the information to which material to use in step 3.",ستحتاج إلى المعلومات لمعرفة مقدار الخل الذي تصب في الحاوية ، والمعلومات التي يجب أن تعرف أي العينات كان لها أكبر اختلاف في الكتلة ، والمعلومات التي يتم استخدامها في الخطوة 3.
313,1,3,3,"Three pieces of procedure would need to be further explained in order to replicate the experiment. First is how much vinegar should be alloted to each individual cup, as different amounts of the substance may have different effects on the samples. The next bit of info would be the size and shape of all samples, though the mass is given the surface area of each material is not. Third is the conditions that the cups must be put in during the 24 hour wait period. Should they be covered or placed in a concentrated environment ? Factors like this can have a large effect on the experiment.",ستحتاج ثلاث قطع من الإجراءات لمزيد من التوضيح من أجل تكرار التجربة. الأول هو مقدار الخل الذي يجب تخصيصه لكل كوب فردي ، حيث أن الكميات المختلفة من المادة قد يكون لها تأثيرات مختلفة على العينات. سيكون الجزء التالي من المعلومات هو حجم وشكل جميع العينات ، على الرغم من أن الكتلة تعطى مساحة كل مادة لا. ثالثًا ، الشروط التي يجب أن توضع بها الكؤوس خلال فترة الانتظار لمدة 24 ساعة. هل يجب تغطيتها أو وضعها في بيئة مركزة؟ يمكن لعوامل كهذه أن يكون لها تأثير كبير على التجربة.
314,1,1,1,This experiment is not right because they would need to tell how much vinegar they put in each cup and it will have to all be the same.,هذه التجربة ليست صحيحة لأنها ستحتاج إلى معرفة مقدار الخل الذي تضعه في كل كوب ، ويجب أن تكون جميعها متشابهة.
315,1,0,0,The information the students left out was the control. The control of the expiriment was the actions of the vinegar in the water that affacted the samples.,كانت المعلومات التي تركها الطلاب هي التحكم. كان التحكم في الزفير هو تصرف الخل في الماء الذي أصاب العينات.
316,1,1,1,Additional information that would be needed to replicate this experiment is how much vinegar to use and how much of each material to put into the vinegar. Also the experiment  doesn't  say how to remove the materials from the vinegar.,المعلومات الإضافية التي ستكون مطلوبة لتكرار هذه التجربة هي كمية الخل التي يجب استخدامها وكم من كل مادة يتم وضعها في الخل. كما أن التجربة لا تذكر كيفية إزالة المواد من الخل.
317,1,0,0,"After reading this procedure i think it would need task needed. Tell what it is you are doing and what solution, and a hypothesis.",بعد قراءة هذا الإجراء ، أعتقد أنه سيحتاج إلى مهمة مطلوبة. أخبر ما تفعله وما الحل ، والفرضية.
318,1,1,0,"The first thing they should have done would be to change the first thing i.e the procedure to ""gather materials"". This lets people know what materials your using. Also, this procedure wasn't worded clearly. Like 2 ""pour vinegar into 4 separate but indentical containers"". That makes no sense and is hard to understand. They also never tell you how they got the mass of the samples.","أول شيء كان يجب عليهم فعله هو تغيير أول شيء ، أي إجراء ""تجميع المواد"". هذا يتيح للناس معرفة المواد التي تستخدمها. أيضا ، لم يتم صياغة هذا الإجراء بشكل واضح. مثل 2 ""صب الخل في 4 حاويات منفصلة ولكن مسافة بادئة"". هذا لا معنى له ويصعب فهمه. كما أنهم لا يخبركون أبدًا بكيفية الحصول على كتلة العينات."
319,1,2,2,"The additional information you would need to replicate the experiment is to mention what the four different samples are, tell how much vinegar was used in each container and how many remaining samples are going to be used.",المعلومات الإضافية التي ستحتاجها لتكرار التجربة هي ذكر العينات الأربع المختلفة ، وإخبار كمية الخل المستخدمة في كل حاوية وعدد العينات المتبقية التي سيتم استخدامها.
320,1,1,0,They didn't include the temperature of the containers. They didn't have trials of testing.,لم تشمل درجة حرارة الحاويات. لم يكن لديهم تجارب للاختبار.
321,1,2,2,You would need to know how big the measure were do the samples sit to dry.,ستحتاج إلى معرفة حجم الإجراء الذي تجريه العينات حتى تجف.
322,1,3,3,"The group should be more specific including the names of the samples(Add rain sample1,2,etc.). They should specify what kind of container to pour the vinegar into in step 2. In step 4, they should say where to put the samples after they have been removed from the container.",يجب أن تكون المجموعة أكثر تحديدًا بما في ذلك أسماء العينات (أضف عينة مطر 1.2 ، وما إلى ذلك). يجب عليهم تحديد نوع الحاوية لصب الخل في الخطوة 2. في الخطوة 4 ، يجب أن يذكروا مكان وضع العينات بعد إخراجها من الحاوية.
323,1,2,2,"In order to replicate the experiment I would need to know how much vinegar to pour into the containers because if one sample had more vinegar in its container it might lose more mass. Also I need to know what should I do with the containers once I've labeled them. The experiment's results might change if we are supposed to cap the containers or heat them, you don't know what to do. Lastly, how much water should I rinse the samples with, if different amounts are used, the weight could differ.",من أجل تكرار التجربة ، سأحتاج إلى معرفة كمية الخل التي تصب في الحاويات لأنه إذا كان لدى عينة واحدة المزيد من الخل في الحاوية فقد تفقد المزيد من الكتلة. أحتاج أيضًا إلى معرفة ما يجب أن أفعله بالحاويات بمجرد تصنيفها. قد تتغير نتائج التجربة إذا كان من المفترض أن نقوم بتغطية الحاويات أو تسخينها ، فأنت لا تعرف ماذا تفعل. وأخيرًا ، كم من الماء يجب أن أغسل العينات به ، إذا تم استخدام كميات مختلفة ، فقد يختلف الوزن.
324,1,2,2,"If I a just looking  at the people and I was to repeta this experiment  I would need to know what the four different samples  were,  does the distilled water need to be a after temperature, and how much vinegar  do i add to the samples.",إذا كنت أنظر فقط إلى الناس وكنت أقوم بإعادة كتابة هذه التجربة ، فسأحتاج إلى معرفة ما هي العينات الأربع المختلفة ، وهل يجب أن تكون المياه المقطرة بعد درجة الحرارة ، وكم من الخل الذي أضيفه إلى العينات.
325,1,3,3,"To replicate this experiment, the reader needs to know what kinds of samples to use, how much vinegar to use and what kinds of containers to use. The procedure is very vague. A scientist would need much more specific information in order to perform the experiment. Therefore the students should specify the marble, limestone, wood + plastic. They should also specify the amount of vinegar needed as well as the type of container that should be used.",لتكرار هذه التجربة ، يحتاج القارئ إلى معرفة أنواع العينات التي يجب استخدامها ، وكم من الخل لاستخدامه وأنواع الحاويات التي يجب استخدامها. الإجراء غامض للغاية. يحتاج العالم إلى معلومات أكثر تحديدًا لإجراء التجربة. لذلك يجب على الطلاب تحديد الرخام والحجر الجيري والخشب + البلاستيك. يجب عليهم أيضًا تحديد كمية الخل المطلوبة وكذلك نوع الحاوية التي يجب استخدامها.
326,1,1,1,"In order to replicate this experiment, the mass of 4 different samples should be held constant there should be a control group. The experiment should include how many times the containers were rinsed, and if it was rinsed with cold, hot or warm water it should also include where the samples were kept and the temperature, they were kept at. Also what was the group  investigating in should be included.",من أجل تكرار هذه التجربة ، يجب أن تبقى كتلة 4 عينات مختلفة ثابتة ويجب أن تكون هناك مجموعة تحكم. يجب أن تتضمن التجربة عدد مرات شطف الحاويات ، وإذا تم شطفها بالماء البارد أو الساخن أو الدافئ ، فيجب أن تتضمن أيضًا مكان حفظ العينات ودرجة الحرارة ، حيث يتم الاحتفاظ بها في. كما يجب تضمين ما كانت المجموعة التي تحقق فيه.
327,1,3,3,How much vinegar you pour into the cups. What kind of vinegar you use.What kind of containers you should use.,كمية الخل التي تصبها في الكؤوس. ما نوع الخل الذي تستخدمه ، وما نوع الحاويات التي يجب عليك استخدامها.
328,1,2,2,"To make this procedure repeatable, we would first need to know the four samples we would be working with. Otherwise, we couldn't even start the experiment. We would also need to know how much Vinegar in ml to pour in the cups.",لجعل هذا الإجراء قابلاً للتكرار ، نحتاج أولاً إلى معرفة العينات الأربعة التي سنعمل معها. خلاف ذلك ، لم نتمكن حتى من بدء التجربة. نحتاج أيضًا إلى معرفة مقدار الخل في مل لسكب في الكؤوس.
329,1,2,2,"To replicate the experiment I would need additonal information. For example, how much vinegar should be poured into each container? I would also want to know the size of each sample, and make sure the surface area of each is as close to equal as possible. Lastly, I would want to know how much distilled water to rinse each sample with. With this information I am certainly capable of repeating the experiment.",لتكرار التجربة ، سأحتاج إلى معلومات إضافية. على سبيل المثال ، ما مقدار الخل الذي يجب سكبه في كل حاوية؟ أود أيضًا معرفة حجم كل عينة ، والتأكد من أن مساحة كل منها قريبة من بعضها قدر الإمكان. وأخيرًا ، أرغب في معرفة كمية الماء المقطر لشطف كل عينة. بهذه المعلومة أنا قادر بالتأكيد على تكرار التجربة.
330,1,2,2,"After reading the groups procedure, I was left wondering what are the four different samples they are pouring. All they tell us is vinegar. Also, what is the size of the containers? How much of each sample is being poured into the container? The group would need to tell us these facts so we can follow their steps to do the same experiment.",بعد قراءة إجراء المجموعات ، تركت أتساءل ما هي العينات الأربعة المختلفة التي يسكبونها. كل ما يقولون لنا هو الخل. أيضا ، ما هو حجم الحاويات؟ ما هو مقدار كل عينة يتم سكبها في الحاوية؟ ستحتاج المجموعة إلى إخبارنا بهذه الحقائق حتى نتمكن من اتباع خطواتها للقيام بنفس التجربة.
331,1,0,0,"I think from reading the procedure they should've added information describing the look before and after (see if there were any physical changes). If something was to change, then the group should've got it down so we know the features of the items.",أعتقد أنه من خلال قراءة الإجراء ، كان عليهم إضافة معلومات تصف المظهر قبل وبعد (انظر ما إذا كانت هناك أي تغييرات مادية). إذا كان هناك شيء ما يجب تغييره ، فيجب أن تقوم المجموعة بإزالته حتى نعرف ميزات العناصر.
332,1,2,2,"After reading the groups procedure, to replicate this experiment, I would need to know the exact amount of vinegar to pour into each sample so the results are acurate. They would also need to include the four samples names, marble, limestone, wood and plastic. So I know what everything what everything is so I can create a data table. They would also need to include in the procedure that when massing the substances, I would first need to zero the containers on the scale and then bar the sample in.",بعد قراءة إجراء المجموعات ، لتكرار هذه التجربة ، أحتاج إلى معرفة كمية الخل الدقيقة لصبها في كل عينة حتى تكون النتائج دقيقة. وسيحتاجون أيضًا إلى تضمين أسماء العينات الأربعة ، الرخام والحجر الجيري والخشب والبلاستيك. لذلك أنا أعرف ما كل شيء ما هو كل شيء حتى أتمكن من إنشاء جدول بيانات. سيحتاجون أيضًا إلى تضمين الإجراء أنه عند تجميع المواد ، سأحتاج أولاً إلى صفر الحاويات على الميزان ثم منع العينة.
333,1,0,0,"More information is needed, more steps because its not enough to direw a conclusion. Not many materials are listed.",هناك حاجة إلى مزيد من المعلومات ، والمزيد من الخطوات لأنها لا تكفي للوصول إلى نتيجة. لم يتم سرد العديد من المواد.
334,1,0,0,"3 pieces of information I would include to replicate ths procedure would be to pour less vinegar in each container, let samples sit and dry for 30 min and leave samples for 20 hours. I choose that to see if anything different would happen to the mass then what happened to it the first time they tried this experiment.",3 قطع من المعلومات التي أود تضمينها لتكرار الإجراء سيكون صب كمية أقل من الخل في كل حاوية ، وترك العينات تجف لمدة 30 دقيقة وتترك العينات لمدة 20 ساعة. أختار ذلك لمعرفة ما إذا كان هناك شيء مختلف سيحدث للكتلة ، فماذا حدث لها في المرة الأولى التي جربوا فيها هذه التجربة.
335,1,1,1,"I would still want to know what they were doing this experiment, how large were the samples and what was used to measure the work samples.",ما زلت أريد أن أعرف ماذا كانوا يفعلون في هذه التجربة ، وما حجم العينات وما تم استخدامها لقياس عينات العمل.
336,1,1,1,In order to create do able experiment you would need to add a material list describing the items needed and how much of each. Also independent and dependent variables and a hypothesis to back up your research.,لإنشاء تجربة قادرة ، ستحتاج إلى إضافة قائمة مواد تصف العناصر المطلوبة ومقدار كل منها. أيضا المتغيرات المستقلة والتابعة وفرضية لدعم بحثك.
337,1,3,3,"You would need to know how much vinegar should be poured into each of the four containers, you should also know what the acidity of the vinegar is so  that you wouldn't use a stronger or weaker PH level. You would also need to know if you need to incubate the containers so that their environments remain constant.",ستحتاج إلى معرفة كمية الخل التي يجب سكبها في كل حاوية من الحاويات الأربع ، ويجب أن تعرف أيضًا ما هي حموضة الخل حتى لا تستخدم مستوى PH أقوى أو أضعف. ستحتاج أيضًا إلى معرفة ما إذا كنت بحاجة إلى احتضان الحاويات حتى تظل بيئاتها ثابتة.
